"","Date.Time","Contact Type","Topic","Comments"
"2449","2015-11-10 10:41:00","In Person","CUD Depts. / Offices","Econ advisor"
"2450","2015-11-10 10:52:00","In Person","Registrar","Jimmy Johns delivery for
 Valerie Lam in Registrar"
"2451","2015-11-10 11:05:00","In Person","CUD Buildings","CU Denver building location"
"2452","2015-11-10 11:20:00","In Person","Financial Aid","Financial Aid office lcoation"
"2453","2015-11-10 11:27:00","In Person","Admissions","Admissions solution room"
"2454","2015-11-10 11:30:00","In Person","Registrar","Registrar location"
"2455","2015-11-10 11:30:00","In Person","CUD Depts. / Offices","CLAS Dean's Office location"
"2456","2015-11-10 11:40:00","In Person","Financial Aid","5100 delivery"
"2457","2015-11-10 11:53:00","In Person","CUD Depts. / Offices","CLAS Dean's Office location"
"2458","2015-11-10 11:57:00","In Person","CUD Depts. / Offices","The Writing Center"
"2459","2015-11-10 12:00:00","In Person","General Info","Filming permits"
"2460","2015-11-10 12:20:00","In Person","AB1 ClassroomsAuraria CampusCUD Depts. / Offices","Suite 2000"
"2461","2015-11-10 12:25:00","In Person","Registrar","online transcript request not working, sent to registrar"
"2462","2015-11-10 12:31:00","In Person","General Info","restroom"
"2463","2015-11-10 12:36:00","In Person","POLI SCI","3rd floor-- Humanity/Social Science professor"
"2464","2015-11-10 12:40:00","In Person","Registrar",""
"2465","2015-11-10 12:41:00","In Person","Registrar",""
"2466","2015-11-10 12:42:00","In Person","Bursar",""
"2467","2015-11-10 13:01:00","In Person","General Info","Registration Problems"
"2468","2015-11-10 13:24:00","In Person","Registrar",""
"2469","2015-11-10 13:45:00","In Person","General Info","posters"
"2470","2015-11-10 14:00:00","In Person","ASAC","ASAC"
"2471","2015-11-10 14:30:00","In Person","General Info","IT forgot password"
"2472","2015-11-10 14:32:00","In Person","General Info","Can we mail priority from AB1."
"2473","2015-11-10 14:40:00","In Person","BursarRegistrar","registration and billing"
"2474","2015-11-10 15:28:00","In Person","Admissions","Registrar's location "
"2475","2015-11-10 15:33:00","In Person","UCDAccess/Portal","student reseting passowrd and log in "
"2476","2015-11-10 15:35:00","In Person","CUD Depts. / Offices","CLAS Advising location "
"2477","2015-11-10 15:37:00","In Person","General Info","Student asking about tuition and fees "
"2478","2015-11-10 15:40:00","In Person","General Info","mIcrowave in SCB "
"2479","2015-11-10 15:48:00","In Person","Lynx Center Supplies (Computer Etc.)","Student asking for a band aid "
"2480","2015-11-10 15:50:00","In Person","General Info","Student needed information about food drive "
"2481","2015-11-10 15:52:00","In Person","Int'l Admissions","International Student office location "
"2482","2015-11-10 15:53:00","In Person","Admissions","Registrar's location "
"2483","2015-11-10 16:03:00","Phone","Lost and Found","Student asking about a missing phone "
"2484","2015-11-10 16:10:00","In Person","General Info","Student asking about few Professors' location  "
"2485","2015-11-10 16:15:00","In Person","ASAC","ASAC location "
"2486","2015-11-10 16:18:00","In Person","Health Center","Health Center location "
"2487","2015-11-10 16:33:00","In Person","Bursar","Bursar's location "
"2488","2015-11-10 16:35:00","In Person","AB1 Classrooms","Student asking about a quiet area in SCB "
"2489","2015-11-10 16:43:00","In Person","CUD Depts. / Offices","Geography Profficer office location "
"2490","2015-11-10 16:50:00","In Person","Lost and Found","student asking about lost ipad "
"2491","2015-11-10 17:00:00","In Person","General Info","Restroom location "
"2492","2015-11-10 08:27:00","Phone","Transfer OrientationTAGS","Event"
"2493","2015-11-11 09:24:00","In Person","CUD Depts. / Offices","Accounting degree"
"2494","2015-11-11 09:30:00","In Person","Freshman Orientation","freshman orientation sign up"
"2495","2015-11-11 09:32:00","In Person","Admissions","transcript turn in"
"2496","2015-11-11 10:12:00","In Person","UCDAccess/Portal","Signing up for classes"
"2497","2015-11-11 10:43:00","In Person","CUD Depts. / Offices","Career center for major help"
"2498","2015-11-11 10:46:00","In Person","AB1 Classrooms","Computer lab"
"2499","2015-11-11 10:53:00","In Person","Lost and Found",""
"2500","2015-11-11 10:54:00","In Person","Registrar","Transcript pick up"
"2501","2015-11-11 11:00:00","In Person","ASAC",""
"2502","2015-11-11 11:20:00","In Person","ASAC",""
"2503","2015-11-11 11:27:00","In Person","Auraria Campus","9th street park"
"2504","2015-11-11 11:45:00","In Person","Financial Aid","financial aid"
"2505","2015-11-11 11:46:00","In Person","CUD Depts. / Offices","facilities"
"2506","2015-11-11 12:05:00","In Person","Lynx  Center Staff",""
"2507","2015-11-11 12:23:00","In Person","Bursar",""
"2508","2015-11-11 12:50:00","In Person","AB1 Classrooms",""
"2509","2015-11-11 13:02:00","In Person","2",""
"2510","2015-11-11 13:13:00","Phone","Admissions","Admissions #"
"2511","2015-11-11 13:21:00","In Person","RegistrarCUD Depts. / Offices",""
"2512","2015-11-11 13:33:00","In Person","BursarCUD Depts. / Offices",""
"2513","2015-11-11 14:40:00","In Person","Financial Aid",""
"2514","2015-11-11 14:42:00","In Person","Qdoba","location of Qdoba"
"2515","2015-11-11 14:48:00","Phone","TAGS",""
"2516","2015-11-11 14:49:00","Phone","Freshman Orientation",""
"2517","2015-11-11 14:53:00","In Person","AB1 Classrooms","location of student commons"
"2518","2015-11-11 15:13:00","Phone","Lost and Found",""
"2519","2015-11-11 15:25:00","In Person","Lost and Found",""
"2520","2015-11-11 15:41:00","In Person","AB1 Classrooms","Computer lab"
"2521","2015-11-11 15:44:00","In Person","Computer Lab","location of computer lab"
"2522","2015-11-11 15:48:00","In Person","General Info","flyer proccess"
"2523","2015-11-11 15:50:00","In Person","Admissions","location of admissions"
"2524","2015-11-11 15:51:00","In Person","AB1 Classrooms","jobs available"
"2525","2015-11-11 16:12:00","In Person","Computer Lab","computer lab"
"2526","2015-11-11 16:34:00","In Person","ASAC","advisor for engineering"
"2527","2015-11-11 16:34:00","In Person","AB1 Classrooms","1401 was locked and event was being held"
"2528","2015-11-11 08:40:00","In Person","AB1 Classrooms","lecture halls in SCB"
"2529","2015-11-12 08:46:00","In Person","EOP","Appt with EOP"
"2530","2015-11-12 09:02:00","In Person","CUD Depts. / Offices","Advsiign for Psychology"
"2531","2015-11-12 09:17:00","In Person","ASAC","Advising with Kaitlin Luna"
"2532","2015-11-12 09:24:00","In Person","UCDAccess/Portal","Student portal/classes"
"2533","2015-11-12 09:45:00","In Person","Admissions","Campus tour"
"2534","2015-11-12 09:50:00","In Person","","Campus tour"
"2535","2015-11-12 09:53:00","In Person","ASAC","Advising for PRBU"
"2536","2015-11-12 10:02:00","In Person","Admissions","Campus tour"
"2537","2015-11-12 10:19:00","In Person","Admissions","Campus tour"
"2538","2015-11-12 10:21:00","Phone","Lynx  Center Staff","Call from Bernadette fro Samantha
Kelly"
"2539","2015-11-12 10:54:00","In Person","Lynx Center Supplies (Computer Etc.)","Used stapler"
"2540","2015-11-12 11:00:00","In Person","Bursar","Bursar location"
"2541","2015-11-12 11:16:00","In Person","Registrar","Registrar location"
"2542","2015-11-12 11:49:00","In Person","Bursar","Bursar location"
"2543","2015-11-12 12:01:00","In Person","Auraria Campus","auditorium location"
"2544","2015-11-12 12:09:00","In Person","CUD Depts. / Offices","alternatice breaks"
"2545","2015-11-12 12:51:00","In Person","General Info","convo w/student"
"2546","2015-11-12 01:11:00","In Person","Lynx  Center Staff","meeting w/kristen"
"2547","2015-11-12 01:25:00","In Person","Lynx  Center Staff","convo w/faculty"
"2548","2015-11-12 01:43:00","In Person","MATH","math dept. location"
"2549","2015-11-12 01:46:00","In Person","Registrar","drop class info"
"2550","2015-11-12 02:52:00","In Person","CUD Buildings","LW location"
"2551","2015-11-12 02:56:00","In Person","ITS","IT help"
"2552","2015-11-12 02:58:00","In Person","General Info","stapler need"
"2553","2015-11-12 03:00:00","In Person","General Info","charger need"
"2554","2015-11-12 03:02:00","In Person","General Info","stapler need"
"2555","2015-11-12 03:03:00","In Person","Financial Aid","5th floor loc"
"2556","2015-11-12 03:07:00","In Person","Registrar","classes, questions about registration"
"2557","2015-11-12 03:21:00","In Person","ITS","classes-couldn’t register"
"2558","2015-11-12 03:25:00","In Person","General Info","stapler need"
"2559","2015-11-12 03:35:00","In Person","Dissability Resources","disability resources-lost blue key"
"2560","2015-11-12 03:38:00","In Person","General Info","coffee location"
"2561","2015-11-12 04:00:00","In Person","General Info","hand-turkey talk"
"2562","2015-11-12 04:06:00","In Person","Lynx  Center Staff","job app to katelyn"
"2563","2015-11-12 04:07:00","Phone","Freshman Orientation","orientation clarification"
"2564","2015-11-12 04:39:00","In Person","Lynx Center Supplies (Computer Etc.)","scissors need"
"2565","2015-11-12 11:03:00","In Person","Bursar","buRsar's location "
"2566","2015-11-12 11:23:00","In Person","CUD Depts. / Offices","Advising location "
"2567","2015-11-12 11:49:00","In Person","","Student asking of MSU class (interinstitutional classes)"
"2568","2015-11-12 10:01:00","In Person","Lost and Found",""
"2569","2015-11-12 16:07:00","In Person","Financial Aid",""
"2570","2015-11-12 16:25:00","In Person","Financial Aid",""
"2571","2015-11-12 16:40:00","In Person","General InfoLynx Center Supplies (Computer Etc.)Facilities","Table Sign-Up"
"2572","2015-11-12 09:15:00","In Person","Lost and Found","Student borrowed a stapler from Lynx "
"2573","2015-11-13 09:20:00","In Person","","Admissions Location "
"2574","2015-11-13 09:21:00","In Person","Computer Lab","Look for a printer, computer lab on the second floor"
"2575","2015-11-13 09:48:00","In Person","ITS","IT services location "
"2576","2015-11-13 10:00:00","In Person","Lynx Center Supplies (Computer Etc.)","Asked for pencil sharpener"
"2577","2015-11-13 10:06:00","In Person","Transfer Orientation","Transfer orientation"
"2578","2015-11-13 10:18:00","In Person","","Admissions Location "
"2579","2015-11-13 10:37:00","In Person","","Registrar's location "
"2580","2015-11-13 10:44:00","In Person","General Info","well connected symposium location "
"2581","2015-11-13 11:09:00","In Person","Lynx  Center Staff","look for Alicia"
"2582","2015-11-13 11:13:00","In Person","Lost and Found","Facilities picked up stuff inside lost and found bin"
"2583","2015-11-13 11:20:00","In Person","Bursar","Look for the Bursaur's office"
"2584","2015-11-13 11:29:00","In Person","General Info","Class Dean phone number and email"
"2585","2015-11-13 11:40:00","In Person","General Info","Look for an even at student commons"
"2586","2015-11-13 11:56:00","In Person","ASAC","Academic Advising"
"2587","2015-11-13 12:03:00","In Person","Financial Aid",""
"2588","2015-11-13 12:13:00","In Person","CUD Depts. / OfficesGeneral Info","Job Openings"
"2589","2015-11-13 12:36:00","In Person","Lynx Center Supplies (Computer Etc.)","Printing Unofficial Transcript"
"2590","2015-11-13 12:47:00","In Person","Lost and Found",""
"2591","2015-11-13 12:58:00","In Person","ASAC",""
"2592","2015-11-13 13:00:00","In Person","UCDAccess/Portal","signing up for classes"
"2593","2015-11-13 13:28:00","In Person","Admissions","location of admissions"
"2594","2015-11-13 13:34:00","In Person","General Info","location of CESDA event"
"2595","2015-11-13 13:48:00","In Person","Lost and Found","lost and found"
"2596","2015-11-13 13:50:00","In Person","Computer Lab","location of computer lab"
"2597","2015-11-13 13:53:00","In Person","ASAC","pre-business advising center"
"2598","2015-11-13 13:54:00","In Person","Bursar","bursars office"
"2599","2015-11-13 14:01:00","In Person","General Info","wi-fi password"
"2600","2015-11-13 14:21:00","In Person","Auraria Campus","administrationsbuilding"
"2601","2015-11-13 14:48:00","In Person","General Info","general class questions"
"2602","2015-11-13 14:49:00","In Person","General Info","parking validaiting"
"2603","2015-11-13 15:02:00","In Person","Lynx Center Supplies (Computer Etc.)","scissors"
"2604","2015-11-13 15:06:00","In Person","General Info","microwave in student commones"
"2605","2015-11-13 15:12:00","In Person","General Info","Prayer room"
"2606","2015-11-13 15:12:00","In Person","General Info","parking validaiting"
"2607","2015-11-13 15:22:00","In Person","Lost and Found","anyone has found grey gloes"
"2608","2015-11-13 15:26:00","In Person","General Info","parking validaiting"
"2609","2015-11-13 15:28:00","In Person","MATH","location of math department"
"2610","2015-11-13 15:28:00","In Person","Lynx Center Supplies (Computer Etc.)","if same was available"
"2611","2015-11-13 15:30:00","In Person","AB1 Classrooms","location of 1500"
"2612","2015-11-13 15:48:00","In Person","Facilities","drop off t-shirt order"
"2613","2015-11-13 16:17:00","In Person","CUD Depts. / Offices","advisor for CLAS in north class room"
"2614","2015-11-13 16:20:00","In Person","Lynx Center Supplies (Computer Etc.)","if samantha was available"
"2615","2015-11-13 16:50:00","In Person","COMM",""
"2616","2015-11-13 16:52:00","In Person","CUD Depts. / Offices","ASAC"
"2617","2015-11-13 16:53:00","In Person","Registrar",""
"2618","2015-11-13 08:00:00","In Person","General Info","well connected symposium location "
"2619","2015-11-14 08:03:00","In Person","General Info","well connected symposium location "
"2620","2015-11-14 08:05:00","In Person","AB1 Classrooms","SCB location "
"2621","2015-11-14 08:06:00","In Person","General Info","well connected symposium location "
"2622","2015-11-14 08:07:00","In Person","General Info","well connected symposium location "
"2623","2015-11-14 08:11:00","In Person","General Info","well connected symposium location "
"2624","2015-11-14 08:12:00","In Person","Bursar","Bursar's location "
"2625","2015-11-14 08:12:00","In Person","General Info","well connected symposium location "
"2626","2015-11-14 08:13:00","In Person","General Info","well connected symposium location "
"2627","2015-11-14 08:15:00","In Person","General Info","well connected symposium location "
"2628","2015-11-14 08:16:00","In Person","General Info","well connected symposium location "
"2629","2015-11-14 08:18:00","In Person","General Info","well connected symposium location "
"2630","2015-11-14 08:20:00","In Person","Health Center","Health Center location "
"2631","2015-11-14 08:22:00","In Person","General Info","well connected symposium location "
"2632","2015-11-14 08:29:00","In Person","General Info","well connected symposium location "
"2633","2015-11-14 08:34:00","In Person","HIST","History Deparment location "
"2634","2015-11-14 08:38:00","In Person","General Info","well connected symposium location "
"2635","2015-11-14 08:44:00","In Person","General Info","Open house location "
"2636","2015-11-14 08:48:00","In Person","General Info","Individual wanted to know about nearest café "
"2637","2015-11-14 08:49:00","In Person","","well connected symposium location "
"2638","2015-11-14 08:50:00","In Person","MATH","Math department location "
"2639","2015-11-14 08:55:00","In Person","General Info","Open house location "
"2640","2015-11-14 08:56:00","Phone","Admissions","Parking information for the tour "
"2641","2015-11-14 08:58:00","In Person","General Info","CAM Advising open house location "
"2642","2015-11-14 09:00:00","In Person","General Info","well connected symposium location "
"2643","2015-11-14 09:04:00","In Person","General Info","CAM Advising open house location "
"2644","2015-11-14 09:07:00","In Person","AB1 Classrooms","AB1- 2500 location "
"2645","2015-11-14 09:09:00","In Person","AB1 Classrooms","AB1- 1600 location "
"2646","2015-11-14 09:32:00","In Person","AB1 Classrooms","AB1- 1600 location "
"2647","2015-11-14 09:36:00","In Person","General Info","well connected symposium location "
"2648","2015-11-14 09:41:00","In Person","General Info","well connected symposium location "
"2649","2015-11-14 09:43:00","In Person","General Info","Student needed help with registration for classes "
"2650","2015-11-14 09:44:00","In Person","Admissions","Admissions location for campus tour "
"2651","2015-11-14 09:47:00","In Person","ASAC","ASAC location "
"2652","2015-11-14 09:51:00","In Person","General Info","Student had holds on their student account "
"2653","2015-11-14 09:52:00","In Person","ASAC","ASAC location "
"2654","2015-11-14 10:06:00","In Person","General Info","Restroom location "
"2655","2015-11-14 10:07:00","In Person","Admissions","Admissions location for campus tour "
"2656","2015-11-14 10:10:00","In Person","Health Center","Student asking about immunization records "
"2657","2015-11-14 10:34:00","In Person","","Admissions location for campus tour "
"2658","2015-11-14 10:42:00","In Person","Online Orientation","Student had Freshman student orientation hold on their account "
"2659","2015-11-14 10:50:00","In Person","Lynx  Center Staff","Rosemary wanted to talk to Samantha"
"2660","2015-11-14 10:55:00","In Person","Financial Aid","financial Aid Office location "
"2661","2015-11-14 10:58:00","In Person","General Info","Student needed help with registration for classes "
"2662","2015-11-14 11:00:00","In Person","Financial Aid","financial Aid Office location "
"2663","2015-11-14 11:07:00","In Person","CUD Depts. / Offices","Communication department location"
"2664","2015-11-14 11:09:00","In Person","Admissions","Admissions location for campus tour "
"2665","2015-11-14 11:29:00","In Person","TAC","Student needed information fo transfer advising "
"2666","2015-11-14 11:42:00","In Person","Lynx  Center Staff","Rosemary wanted to talk to Samantha"
"2667","2015-11-14 11:55:00","In Person","ID Voucher","Student wanted an ID Voucher"
"2668","2015-11-14 12:23:00","In Person","General Info","Hang poster"
"2669","2015-11-14 12:30:00","In Person","Bursar","Bursar's Office location"
"2670","2015-11-14 12:31:00","In Person","AdmissionsCUD Depts. / Offices","Admissions office and Veteran's Affairs"
"2671","2015-11-14 12:32:00","Phone","Facilities","Facilities Phone Number"
"2672","2015-11-14 12:42:00","In Person","ASAC","ASAC location"
"2673","2015-11-14 13:30:00","In Person","AB1 Classrooms","Symposium in AB 2600"
"2674","2015-11-14 13:50:00","In Person","General Info","Sightseeing for touring"
"2675","2015-11-14 13:53:00","In Person","Admissions","Campus Tour in Admissions"
"2676","2015-11-14 13:54:00","In Person","CUD Depts. / Offices","AB Rm 1401"
"2677","2015-11-14 14:05:00","In Person","Transfer Orientation","HR to turn in job forms"
"2678","2015-11-14 14:07:00","In Person","Transfer Orientation","Admissions Office location"
"2679","2015-11-14 14:10:00","In Person","Admissions","Symposium in AB 2600"
"2680","2015-11-14 14:20:00","Phone","Bursar","Remove Orientation Hold"
"2681","2015-11-14 14:25:00","In Person","","Remove Orientation Hold"
"2682","2015-11-14 14:26:00","In Person","","Parking Validation"
"2683","2015-11-14 14:50:00","In Person","","Bursar's Supervisor Contact Info"
"2684","2015-11-14 15:58:00","In Person","Bursar","Bursar's Office"
"2685","2015-11-14 15:59:00","In Person","CUD Buildings","Room 1111"
"2686","2015-11-14 16:10:00","In Person","AB1 Classrooms","CAM Symposium location"
"2687","2015-11-17 08:15:00","In Person","Health Center","Auraria Health Center"
"2688","2015-11-17 09:08:00","Phone","Freshman Orientation","Orientation hold but not incoming freshman"
"2689","2015-11-17 09:10:00","In Person","General Info","How registration dates are determined"
"2690","2015-11-17 09:15:00","In Person","CUD Depts. / Offices","Classes for Pre-Nursing student"
"2691","2015-11-17 09:30:00","In Person","Lynx Center Supplies (Computer Etc.)","Needed pencil"
"2692","2015-11-17 09:40:00","In Person","Admissions","Admission's Office location"
"2693","2015-11-17 10:05:00","In Person","General Info","How to register/registration time"
"2694","2015-11-17 10:14:00","In Person","Auraria Campus","Arts building location"
"2695","2015-11-17 10:18:00","In Person","Health Center","Where to turn in immunization"
"2696","2015-11-17 10:26:00","In Person","Admissions","Admisisons location"
"2697","2015-11-17 10:27:00","In Person","Computer Lab","2nd floor computer lab"
"2698","2015-11-17 10:28:00","Phone","Admissions","Campus tour setup"
"2699","2015-11-17 10:31:00","In Person","ASAC","Letter for SACM with IUT"
"2700","2015-11-17 10:36:00","Phone","Freshman Orientation","NSO hold"
"2701","2015-11-17 10:42:00","In Person","Registrar","Hols for Registrar"
"2702","2015-11-17 10:54:00","In Person","UCDAccess/Portal","Enrollment date"
"2703","2015-11-17 10:56:00","In Person","CUD Depts. / Offices","Philosophy Department"
"2704","2015-11-17 10:58:00","In Person","MHMSS","Event for MHMSS"
"2705","2015-11-17 10:58:00","In Person","ITS","Password reset/account unlock"
"2706","2015-11-17 11:04:00","In Person","Freshman Orientation","Orientation Hold"
"2707","2015-11-17 11:10:00","In Person","Freshman Orientation","NSO hold"
"2708","2015-11-17 11:23:00","Phone","General Info","Poster Approval"
"2709","2015-11-17 11:25:00","In Person","General Info","Printing at desk"
"2710","2015-11-17 11:29:00","In Person","Bursar","Bursar location"
"2711","2015-11-17 11:30:00","In Person","Lynx Center Supplies (Computer Etc.)","OIT Poster"
"2712","2015-11-17 11:32:00","In Person","Lynx Center Supplies (Computer Etc.)","Needed SAF"
"2713","2015-11-17 11:33:00","In Person","CUD Depts. / Offices","Is Hymai in office?"
"2714","2015-11-17 11:36:00","In Person","CUD Depts. / Offices","CLAS Dean"
"2715","2015-11-17 11:36:00","In Person","ASAC","Where to go for undeclared advising"
"2716","2015-11-17 11:43:00","In Person","RegistrarAuraria CampusCUD Depts. / Offices","Auraria Police Department, Registrar,
MSU Student Success Building locaiton"
"2717","2015-11-17 12:02:00","In Person","Health Center","Immunization Record"
"2718","2015-11-17 12:05:00","In Person","Lynx Center Supplies (Computer Etc.)","Phone"
"2719","2015-11-17 12:20:00","In Person","Facilities","Restrooms"
"2720","2015-11-17 12:22:00","In Person","AdmissionsGeneral Info","Letter for School"
"2721","2015-11-17 12:43:00","In Person","Lynx  Center Staff",""
"2722","2015-11-17 12:49:00","In Person","Lynx  Center Staff",""
"2723","2015-11-17 12:51:00","In Person","Bursar",""
"2724","2015-11-17 12:54:00","In Person","Scholarship Resource Office",""
"2725","2015-11-17 13:00:00","In Person","","CLAS Advising (Sociology Advisng)"
"2726","2015-11-17 13:35:00","In Person","Financial Aid","Looking for financial aid office"
"2727","2015-11-17 13:35:00","In Person","Lynx  Center Staff","hold on account"
"2728","2015-11-17 13:40:00","In Person","Financial Aid","Looking for financial aid office"
"2729","2015-11-17 13:45:00","In Person","Health Center","Looking for immunization office."
"2730","2015-11-17 13:50:00","In Person","Admissions","Student looking for the admissions office."
"2731","2015-11-17 13:55:00","In Person","","Asked about issues with account login"
"2732","2015-11-17 13:57:00","In Person","Registrar","Asked for registrars Office"
"2733","2015-11-17 14:00:00","In Person","","Student looking for the confluence building"
"2734","2015-11-17 14:00:00","Phone","Bursar","Prayer room"
"2735","2015-11-17 14:05:00","Phone","","Scanner"
"2736","2015-11-17 14:40:00","In Person","Int'l Admissions","Lost wallet"
"2737","2015-11-17 14:45:00","In Person","","CLAS Appointment"
"2738","2015-11-17 14:50:00","Phone","","Post posters"
"2739","2015-11-17 14:55:00","In Person","","Hold on account"
"2740","2015-11-17 15:00:00","In Person","Admissions","Admissions Location "
"2741","2015-11-17 15:17:00","In Person","Int'l Admissions","International Student office location "
"2742","2015-11-17 15:23:00","In Person","Int'l Admissions","International Student office location "
"2743","2015-11-17 15:47:00","In Person","Transfer Orientation","Student signing up for Transfer Orientation "
"2744","2015-11-17 15:50:00","In Person","","Isra wanted to talk to Samantha about Lynx express training "
"2745","2015-11-17 16:05:00","In Person","General Info","Psycology Professor office location "
"2746","2015-11-17 16:07:00","In Person","Registrar","Registrar's location "
"2747","2015-11-17 16:08:00","In Person","General Info","CLAS computer Lab location "
"2748","2015-11-17 16:21:00","Phone","CUD Depts. / Offices","CLAS Advising location "
"2749","2015-11-17 16:35:00","Phone","","Student had Freshman student orientation hold on their account "
"2750","2015-11-17 16:40:00","Phone","General Info","Individual needed information about Senior citizen program "
"2751","2015-11-17 16:47:00","In Person","Admissions","Admissions Location "
"2752","2015-11-17 16:48:00","In Person","General Info","restroom location "
"2753","2015-11-17 16:50:00","In Person","Health Center","Student asking about immunization records "
"2754","2015-11-17 08:37:00","Phone","Online Orientation","Already signed up for 11/23 online orientation. Can I access it before the 23rd?"
"2755","2015-11-18 09:10:00","In Person","CUD Depts. / Offices","Computer Science Dept. location"
"2756","2015-11-18 09:12:00","In Person","Lynx Center Supplies (Computer Etc.)","Picked up mug"
"2757","2015-11-18 09:37:00","In Person","Lost and Found","Math prof. not getting paid. Who do I talk to?"
"2758","2015-11-18 09:55:00","In Person","CUD Depts. / Offices","New transfer student"
"2759","2015-11-18 10:10:00","Phone","Transfer Orientation",""
"2760","2015-11-18 12:03:00","In Person","AB1 Classrooms","AB1 3303"
"2761","2015-11-18 12:09:00","Phone","Facilities","Spill on Second Floor"
"2762","2015-11-18 12:15:00","In Person","General Info","Ashley"
"2763","2015-11-18 12:24:00","In Person","CUD BuildingsAuraria CampusCUD Depts. / Offices","MERC Lab"
"2764","2015-11-18 12:33:00","In Person","AB1 Classrooms","Suite 2000"
"2765","2015-11-18 12:35:00","Phone","Freshman Orientation",""
"2766","2015-11-18 12:47:00","Phone","Freshman Orientation",""
"2767","2015-11-18 12:59:00","In Person","Lost and Found","Water Bottle & Jacket"
"2768","2015-11-18 13:15:00","In Person","Lynx Center Supplies (Computer Etc.)","Band-Aid"
"2769","2015-11-18 13:28:00","Phone","Freshman Orientation",""
"2770","2015-11-18 13:32:00","In Person","General Info","Jenny Parker"
"2771","2015-11-18 13:34:00","In Person","Int'l Admissions",""
"2772","2015-11-18 13:36:00","In Person","CUD BuildingsAuraria Campus","Student Commons"
"2773","2015-11-18 13:37:00","In Person","General Info","Study Rooms"
"2774","2015-11-18 13:40:00","In Person","ITS",""
"2775","2015-11-18 13:43:00","In Person","Computer Lab",""
"2776","2015-11-18 13:46:00","In Person","Freshman OrientationLynx  Center Staff",""
"2777","2015-11-18 13:53:00","In Person","AB1 ClassroomsCUD Depts. / OfficesGeneral Info","TAGs Sessions"
"2778","2015-11-18 13:54:00","In Person","MATH",""
"2779","2015-11-18 13:56:00","In Person","MATH",""
"2780","2015-11-18 13:58:00","In Person","CUD Depts. / Offices","Pre-Business Advising"
"2781","2015-11-18 14:00:00","In Person","AB1 ClassroomsCUD Depts. / OfficesGeneral Info","TAGs Sessions"
"2782","2015-11-18 14:03:00","In Person","POLI SCI","location of polititcal science department"
"2783","2015-11-18 14:03:00","In Person","Bursar","location of Bursars office "
"2784","2015-11-18 14:10:00","In Person","CUD Depts. / Offices","location of CAM advising "
"2785","2015-11-18 14:10:00","Phone","Online Orientation","sign up for orientation"
"2786","2015-11-18 14:10:00","In Person","General Info","general pizza delivery question"
"2787","2015-11-18 14:34:00","In Person","Computer Lab","location of a computer lab"
"2788","2015-11-18 14:48:00","In Person","Registrar","process of dropping all classes"
"2789","2015-11-18 14:59:00","In Person","Admissions","location of admissions office"
"2790","2015-11-18 15:10:00","Phone","Lynx  Center Staff","proess of removing a hold on account"
"2791","2015-11-18 15:24:00","In Person","Lynx  Center Staff","senior program question"
"2792","2015-11-18 15:33:00","In Person","CUD Buildings","location of business school"
"2793","2015-11-18 15:40:00","In Person","Int'l Admissions","location of international admissions office"
"2794","2015-11-18 15:42:00","In Person","Registrar","location to get transcripts"
"2795","2015-11-18 16:03:00","In Person","General Info","question about unknown money on account"
"2796","2015-11-18 16:20:00","In Person","General Info","location of a proffesor"
"2797","2015-11-18 16:21:00","In Person","Registrar","location of registar office"
"2798","2015-11-18 16:21:00","In Person","Financial Aid","location of financial aid office "
"2799","2015-11-18 16:25:00","In Person","Lynx Center Supplies (Computer Etc.)","where posters left in the lynx center"
"2800","2015-11-18 16:50:00","In Person","Lynx Center Supplies (Computer Etc.)","question about the process of flyers"
"2801","2015-11-18 08:05:00","In Person","CUD Depts. / Offices","Looking for Biology professor"
"2802","2015-11-19 08:33:00","In Person","Admissions","Admissions location"
"2803","2015-11-19 08:55:00","In Person","CUD Depts. / Offices","MERC lab location"
"2804","2015-11-19 09:12:00","In Person","Lynx Center Supplies (Computer Etc.)","Senior Citizen Program application"
"2805","2015-11-19 09:49:00","In Person","Admissions","Campus tour"
"2806","2015-11-19 09:58:00","In Person","Lynx  Center Staff","James Speed needed to talk to Alicia "
"2807","2015-11-19 10:01:00","In Person","HIST","SCM 3113 location"
"2808","2015-11-19 10:02:00","In Person","Admissions","Admissions location"
"2809","2015-11-19 10:30:00","In Person","Lynx  Center Staff","Michelle wanted to talk to Alicia "
"2810","2015-11-19 10:39:00","In Person","Health Center","Immunization submission"
"2811","2015-11-19 10:55:00","In Person","Registrar","Registrar location"
"2812","2015-11-19 10:57:00","In Person","General Info","CLAS computer Lab location "
"2813","2015-11-19 11:17:00","Phone","Online Orientation","Sign up for Online NSO"
"2814","2015-11-19 11:20:00","In Person","COMM","SCB 3018 location"
"2815","2015-11-19 11:33:00","Phone","Lynx  Center Staff","Avery from Student Life called for Samantha
Kelly"
"2816","2015-11-19 11:49:00","In Person","HIST","History Department location"
"2817","2015-11-19 11:49:00","In Person","AB1 Classrooms","SCB location "
"2818","2015-11-19 11:52:00","In Person","AB1 Classrooms","Elevators"
"2819","2015-11-19 11:54:00","In Person","ASAC","ASAC"
"2820","2015-11-19 12:05:00","In Person","General Info","registration/snacks"
"2821","2015-11-19 12:08:00","In Person","Lynx Center Supplies (Computer Etc.)","printing something"
